Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
JDST,Direxion Daily Junior Gold Miners Index Bear 2X Shares,Equity,"$51,967,500",-45.65%,"1,133,671",$24.76,2.23%,Yes,-2x,-11.77%,-13.65%,-62.66%,-39.25%,-58.24%,"$1,687,106.34","$7,983,800.00","$5,455,150.00","$24,615,606.34","$36,412,756.34","$23,798,640.07",Inverse Equities,2013-10-03,0.98%,N/A,$1.03,2024-09-24,$0.35,4.27%,0.00,-0.93,1,100.00%,40%,20%,1099,$22.54,$36.77,$24.26,$25.06,38.50,A-,A,N/A,B-,A+,N/A,5.2,8.06%,24.89%,1.82,0.00%,0.00%
HOMZ,Hoya Capital Housing ETF,Equity,"$48,414,800",20.73%,"3,934",$50.26,-1.47%,No,False,-1.10%,2.59%,45.27%,9.37%,14.97%,"-$73,705.00","$1,269,510.00","$1,269,510.00","-$73,705.00","-$32,042,505.00","$17,184,812.50",Materials,2019-03-19,0.30%,N/A,$0.95,2024-09-17,$0.08,1.86%,0.05,1.23,102,19.43%,40%,20%,1099,$46.82,$52.02,$50.11,$50.56,61.52,N/A,B,N/A,N/A,C,N/A,5.59,23.89%,29.79%,55.81,0.72%,12.95%
UYM,ProShares Ultra Materials,Equity,"$45,745,300",18.76%,"7,400",$29.52,-1.47%,No,2x,4.43%,5.11%,41.12%,10.83%,17.22%,"-$3,918,627.50",$0.00,"-$675,290.00","-$6,355,187.50","-$39,383,507.50","-$30,062,857.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.16,2024-06-26,$0.06,0.53%,0.00,2.32,30,69.46%,40%,20%,1099,$26.17,$30.03,$29.34,$29.79,60.72,B-,B,C+,A-,A-,A-,6.95,75.15%,67.18%,552.28,2.76%,4.55%
GOEX,Global X Gold Explorers ETF,Equity,"$44,735,200",35.09%,"3,942",$34.12,-0.90%,No,False,5.57%,5.63%,52.86%,9.22%,6.31%,"-$3,001,471.59","-$10,049.21","-$7,668.93","-$4,085,514.43","-$8,619,773.41","-$7,678,654.00",Materials,2010-11-03,0.65%,N/A,$0.01,2024-06-27,$0.01,0.02%,20.83,1.10,49,38.11%,40%,20%,1099,$28.51,$35.13,$33.89,$34.50,62.22,B-,C,A-,C+,C,N/A,5.85,15.72%,33.64%,392.87,0.00%,0.00%
GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,Equity,"$28,671,500",-71.38%,"845,340",$11.62,0.96%,Yes,-3x,-16.88%,-18.28%,-83.40%,-64.83%,N/A,"$29,383,209.69","$6,300,319.13","$6,300,319.13","$29,383,209.69","$84,117,607.24","$96,682,518.05",Inverse Equities,2020-12-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.04,-2.44,0,0.00%,40%,20%,1099,$10.55,$18.84,$11.36,$11.81,36.84,N/A,A-,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SHNY,MicroSectors Gold 3X Leveraged ETNs,Equity,"$23,633,000",70.28%,"24,366",$47.07,-0.42%,No,2x,12.97%,16.08%,101.25%,N/A,N/A,"$12,359,846.32",$0.00,$0.00,"$12,359,846.32","$12,358,206.88","$12,358,206.88",Leveraged Equities,2023-02-21,0.95%,N/A,$0.00,2017-12-19,$0.04,0.00%,0.00,0.00,2,100.00%,40%,20%,1099,$37.20,$46.91,$46.63,$47.45,68.17,N/A,B-,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GMET,VanEck Green Metals ETF,Equity,"$23,345,100",0.13%,"4,326",$24.36,-1.81%,No,False,7.50%,3.29%,2.77%,N/A,N/A,"-$2,026,576.00",$0.00,$0.00,"$381,153.00","$30,734,945.56","$30,734,945.56",Materials,2021-11-09,0.66%,N/A,$0.49,2023-12-18,$0.49,2.00%,9.84,0.95,55,56.35%,40%,20%,1099,$20.67,$24.45,N/A,N/A,58.98,B+,B,N/A,C+,B,N/A,5.68,6.37%,31.08%,330.12,1.00%,0.39%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$18,176,400",6.92%,"1,188",$78.47,-0.56%,No,False,3.25%,0.33%,25.59%,8.15%,13.68%,"$970,530.00",$0.00,$0.00,"-$2,303,730.00","-$10,544,070.00","-$4,394,280.00",Materials,2010-04-07,0.29%,N/A,$0.62,2024-09-23,$0.12,0.79%,12.29,1.29,31,62.70%,40%,20%,1099,$70.90,$80.38,$78.44,$78.52,55.98,C+,A,A+,B,B-,B,5.93,55.33%,35.55%,392.1,0.00%,2.89%
NDIV,Amplify Natural Resources Dividend Income ETF,Equity,"$14,500,500",8.06%,"4,431",$28.71,-1.07%,No,False,0.53%,-0.79%,15.13%,N/A,N/A,"$3,607,480.00",$0.00,$0.00,"$4,925,000.00","$13,392,928.78","$13,392,928.78",Materials,2022-08-24,0.59%,N/A,$1.75,2024-08-29,$0.12,6.05%,0.00,1.60,45,35.88%,40%,20%,1099,$27.74,$29.28,$28.70,$28.72,52.31,N/A,B,N/A,N/A,N/A,N/A,6.48,2.08%,47.47%,607.69,5.76%,1.17%
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Equity,"$11,342,400",-1.08%,"2,414",$33.90,-1.34%,No,False,0.20%,-2.48%,8.48%,-7.94%,4.05%,"-$8,081,181.41",$0.00,"-$2,088,741.90","-$10,688,748.95","-$28,956,305.63","$10,967,528.71",Global Equities,2017-12-26,0.45%,N/A,$0.37,2024-09-23,$0.10,1.09%,16.96,1.29,50,31.26%,40%,20%,1099,$31.99,$35.12,$33.81,$34.08,50.86,B-,A-,B-,C+,B,N/A,6.99,24.48%,69.10%,134.59,4.95%,22.52%
GBLD,Invesco MSCI Green Building ETF,Equity,"$6,486,220",7.27%,"1,071",$18.39,-1.18%,No,False,-0.44%,3.54%,27.07%,-3.44%,N/A,"$217,800.00",$0.00,$0.00,"-$584,400.00","$3,231,100.00","$3,231,100.00",Materials,2021-04-22,0.39%,N/A,$1.10,2024-09-23,$0.15,5.92%,17.20,0.81,95,36.69%,40%,20%,1099,$17.39,$18.88,$18.35,$18.45,62.91,B-,A-,C+,A-,A,N/A,6.81,77.15%,61.18%,55.86,0.00%,67.93%
FTAG,First Trust Indxx Global Agriculture ETF,Equity,"$6,188,940",1.07%,"3,503",$25.57,-0.70%,No,False,1.83%,2.53%,0.26%,-1.96%,4.34%,"-$6,283,750.00","-$1,280,500.00","-$1,280,500.00","-$6,331,450.00","$4,965,450.00","$6,524,400.00",Large Cap Blend Equities,2010-03-11,0.70%,N/A,$0.47,2024-06-27,$0.26,1.82%,9.56,1.04,50,58.68%,40%,20%,1099,$23.99,$25.83,$25.54,$25.61,61.36,C+,B-,C,C,B,C,6.84,0.00%,62.52%,323.63,24.11%,2.37%
DMAT,Global X Disruptive Materials ETF,Equity,"$5,386,450",-5.20%,"2,286",$14.53,-2.48%,No,False,8.35%,3.56%,-6.43%,N/A,N/A,"-$1,401,450.71",-$228.98,"$1,044.84","-$2,544,695.43","$8,605,740.27","$8,605,740.27",Materials,2022-01-24,0.59%,N/A,$0.18,2024-06-27,$0.06,1.24%,10.02,1.05,51,44.81%,40%,20%,1099,$12.23,$14.65,$14.49,$14.62,57.25,B-,B,N/A,C+,N/A,N/A,5.21,0.75%,24.98%,357.48,2.45%,0.01%
KROP,Global X AgTech & Food Innovation ETF,Equity,"$4,679,340",-2.45%,"2,375",$10.39,-0.86%,No,False,1.50%,1.63%,-2.22%,-21.46%,N/A,"$75,714.94",$724.01,"-$2,331.70","$75,820.97","$5,701,668.71","$9,374,847.65",Agricultural Commodities,2021-07-12,0.51%,N/A,$0.17,2024-06-27,$0.08,1.61%,-53.44,1.06,31,74.59%,40%,20%,1099,$9.88,$10.48,$10.33,$10.50,58.22,B-,B+,C+,C,C,N/A,7.14,66.67%,75.81%,89.65,19.53%,10.53%
IVEG,iShares Emergent Food and AgTech Multisector ETF,Equity,"$4,132,680",6.67%,"1,400",$20.52,-0.58%,No,False,0.67%,2.17%,13.73%,N/A,N/A,"-$988,945.00",$0.00,$0.00,"-$1,904,165.00","$383,100.00","$383,100.00",Technology Equities,2022-04-25,0.47%,N/A,$0.43,2024-06-11,$0.22,2.08%,12.37,1.16,34,48.53%,40%,20%,1099,$19.45,$20.78,$20.48,$20.58,61.03,B-,B+,N/A,B-,N/A,N/A,7.69,88.23%,91.66%,186.02,11.78%,8.73%
WBAT,WisdomTree Battery Value Chain and Innovation Fund,Equity,"$3,854,640",-15.70%,706,$25.62,-1.20%,No,False,2.74%,0.94%,-8.91%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$3,619,007.61","$3,619,007.61",Commodity Producers Equities,2022-02-17,0.45%,N/A,$0.74,2023-12-22,$0.74,2.87%,26.62,1.12,127,27.73%,40%,20%,1099,$23.94,$25.86,$25.62,$25.62,53.27,C+,A-,N/A,B,B-,N/A,6.02,56.67%,37.12%,172.56,12.58%,15.10%
CRIT,Optica Rare Earths & Critical Materials ETF,Equity,"$3,724,560",-1.03%,"2,388",$18.58,-1.12%,No,False,9.32%,5.84%,6.41%,N/A,N/A,"$1,976,905.82",$666.71,"-$1,187,574.93","$1,978,048.95","$4,350,194.74","$4,350,194.74",Materials,2022-03-28,0.85%,N/A,$0.51,2023-12-26,$0.51,2.75%,0.00,1.81,52,53.42%,40%,20%,1099,$15.15,$18.60,N/A,N/A,62.10,B-,C+,C,C,B+,N/A,5.48,6.92%,28.35%,462.86,15.98%,0.19%
URAX,Defiance Daily Target 2x Long Uranium ETF,Equity,"$2,573,080",N/A,"17,282",$14.74,0.14%,No,2x,30.64%,12.06%,N/A,N/A,N/A,"$2,844,415.00",$0.00,"$608,965.00","$2,844,415.00","$2,844,415.00","$2,844,415.00",Leveraged Equities,2024-05-23,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$9.11,$14.52,$14.56,$14.92,60.33,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AUMI,Themes Gold Miners ETF,Equity,"$2,320,430",40.75%,"1,168",$38.54,-1.46%,No,False,4.87%,6.73%,N/A,N/A,N/A,"$323,470.00",$0.00,"-$4,058.00","$1,636,847.00","$1,636,847.00","$1,636,847.00",Materials,2023-12-13,0.35%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,24,48.98%,40%,20%,1099,$32.18,$39.71,N/A,N/A,62.57,N/A,A-,N/A,N/A,B-,N/A,6.19,24.53%,40.58%,414.4,0.00%,0.00%
TINT,ProShares Smart Materials ETF,Equity,"$1,683,290",-1.09%,131,$33.41,-1.07%,No,False,1.84%,1.66%,12.59%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,889,404.93","-$1,889,404.93",Materials,2021-10-26,0.58%,N/A,$0.39,2024-06-26,$0.27,1.16%,0.00,1.34,30,52.14%,40%,20%,1099,$31.16,$33.90,$33.41,$33.41,57.40,C+,B,N/A,B-,B+,N/A,6.81,65.70%,61.40%,232.39,0.00%,8.65%
ALUM,USCF Aluminum Strategy Fund,Equity,"$1,609,550",1.75%,268,$31.95,-1.39%,No,False,1.24%,2.32%,N/A,N/A,N/A,"-$2,266,325.00",$0.00,$0.00,"-$1,485,350.00","-$1,485,350.00","-$1,485,350.00",Commodity Producers Equities,2023-10-06,0.65%,2 Platforms,$0.25,2023-12-27,$0.25,0.78%,0.00,-1.98,2,100.00%,28%,28%,1099,$29.78,$32.75,$31.95,$31.95,54.77,N/A,B,N/A,N/A,B,C,0.0,N/A,N/A,N/A,N/A,N/A
DULL,MicroSectors Gold -3X Inverse Leveraged ETNs,Equity,"$1,395,550",-53.19%,"14,062",$8.39,0.36%,Yes,-2x,-12.20%,-15.73%,-63.36%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2023-02-22,0.95%,N/A,$0.00,2016-12-20,$3.14,0.00%,0.00,0.00,28,74.81%,40%,20%,K-1,$8.35,$10.70,$8.31,$8.47,31.54,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SMN,ProShares UltraShort Materials,Equity,"$1,052,210",-17.89%,"7,806",$6.58,0.00%,Yes,-2x,-5.76%,-6.24%,-31.82%,-21.62%,-33.44%,"-$23,547.96",$0.00,$0.00,"-$384,050.29","$482,657.18","$1,366,269.21",Inverse Equities,2007-01-30,0.95%,N/A,$0.39,2024-06-26,$0.08,5.98%,0.00,-2.11,3,100.00%,40%,20%,1099,$6.51,$7.54,$6.48,$6.63,37.25,B-,B+,A,A-,C,C+,0.0,N/A,N/A,N/A,N/A,N/A
