Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
CNCR,Range Cancer Therapeutics ETF,Equity,"$12,561,700",10.44%,"5,888",$14.88,-1.39%,No,False,-3.40%,-0.69%,35.61%,-19.77%,-3.92%,"-$2,057,190.00",$0.00,"-$774,715.00","$186,210.20","-$8,537,879.80","-$16,040,899.80",Health & Biotech Equities,2015-10-13,0.79%,N/A,$0.00,2021-12-29,$1.85,0.00%,0.00,0.90,77,28.18%,40%,20%,1099,$14.16,$16.16,$14.80,$15.00,49.07,C+,C,B+,B-,A-,N/A,5.35,21.17%,26.70%,47.07,0.00%,3.32%
MNTL,Tema Neuroscience and Mental Health ETF,Equity,"$11,711,200",N/A,483,$26.45,-0.82%,No,False,-1.74%,-4.38%,N/A,N/A,N/A,"$11,120,674.65",$0.00,$0.00,"$11,120,674.65","$11,120,674.65","$11,120,674.65",Health & Biotech Equities,2024-01-22,0.75%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,48,46.73%,40%,20%,1099,$26.23,$27.52,$26.45,$26.45,46.15,N/A,B-,N/A,N/A,N/A,N/A,6.45,46.12%,46.51%,31.49,0.00%,38.28%
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Equity,"$11,278,900",13.53%,"2,218",$27.76,-1.60%,No,False,-2.98%,-0.09%,42.90%,-16.35%,1.57%,"-$1,229,900.00",$0.00,$0.00,"-$1,229,900.00","-$9,629,850.00","-$14,860,100.00",Health & Biotech Equities,2014-12-16,0.79%,N/A,$0.08,2023-12-20,$0.08,0.30%,0.00,1.08,121,15.06%,40%,20%,1099,$26.62,$29.52,$27.59,$28.11,49.73,C+,C,A-,C,C+,N/A,5.79,28.17%,32.73%,49.92,0.00%,0.00%
HELX,Franklin Genomic Advancements ETF,Equity,"$9,750,000",4.64%,"2,106",$31.88,-1.97%,No,False,-3.40%,-4.89%,13.18%,-17.23%,N/A,"-$1,503,000.00",$0.00,$0.00,"-$341,500.00","-$14,010,000.00","$13,215,000.00",Health & Biotech Equities,2020-02-25,0.50%,N/A,$0.00,2021-12-30,$0.00,0.00%,18.88,1.02,59,46.54%,40%,20%,1099,$31.68,$33.70,$31.83,$31.99,42.50,C,B,A,C,B-,N/A,6.14,37.43%,39.53%,25.41,2.06%,23.03%
HART,NYLI Healthy Hearts ETF,Equity,"$9,086,820",15.03%,832,$32.92,-0.36%,No,False,-0.11%,-0.77%,22.95%,6.73%,N/A,"-$768,850.00",$0.00,$0.00,"-$768,850.00","$521,000.00","$7,182,720.00",Health & Biotech Equities,2021-01-14,0.45%,N/A,$0.36,2024-09-20,$0.08,1.09%,20.50,0.71,76,48.66%,40%,20%,1099,$32.58,$33.40,$32.91,$32.92,56.13,C,B+,N/A,N/A,B,N/A,6.59,50.85%,51.18%,15.3,0.00%,15.70%
FDHT,Fidelity Digital Health ETF,Equity,"$8,027,390",3.12%,"1,831",$20.04,-0.55%,No,False,0.05%,2.62%,20.69%,N/A,N/A,"-$1,941,674.05",$0.00,"-$978,652.85","-$1,941,674.05","$5,935,865.95","$5,935,865.95",Health & Biotech Equities,2021-10-05,0.39%,N/A,$0.01,2024-09-20,$0.00,0.06%,32.83,0.98,43,39.92%,40%,20%,1099,$19.18,$20.41,$19.95,$20.17,61.03,B-,A-,C,C+,B,N/A,6.29,41.59%,42.65%,6.8,0.00%,12.23%
PSIL,AdvisorShares Psychedelics ETF,Equity,"$4,626,470",-41.62%,"5,700",$8.01,0.50%,No,False,1.43%,-11.57%,-51.69%,-55.77%,N/A,"$1,657,899.66",$0.00,-$190.34,"$2,225,944.66","$19,985,089.66","$21,111,649.66",Health & Biotech Equities,2021-09-15,0.99%,N/A,$0.11,2024-09-23,$0.11,1.37%,0.00,0.93,24,66.55%,40%,20%,1099,$7.44,$8.68,$7.95,$8.05,37.31,A-,C,C,C,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BMED,Future Health ETF,Equity,"$4,164,560",5.34%,740,$25.82,-0.77%,No,False,-1.70%,-2.02%,14.96%,-5.28%,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,410,788.00","-$396,136.00",Health & Biotech Equities,2020-09-29,0.85%,N/A,$0.01,2023-12-20,$0.01,0.03%,30.36,0.77,137,32.74%,40%,20%,1099,$25.66,$26.60,$25.82,$25.82,47.04,C,C,N/A,B,C+,N/A,6.41,44.05%,45.40%,30.32,0.00%,18.63%
IBRN,iShares Neuroscience and Healthcare ETF,Equity,"$3,752,610",-5.49%,740,$24.79,-0.80%,No,False,0.63%,-5.24%,18.71%,N/A,N/A,$0.00,$0.00,$0.00,"-$1,143,415.00","-$1,143,415.00","-$1,143,415.00",Health & Biotech Equities,2022-08-24,0.47%,N/A,$0.01,2023-12-20,$0.01,0.02%,28.31,1.36,59,40.66%,40%,20%,1099,$23.79,$25.88,$24.70,$24.96,48.41,N/A,B+,N/A,N/A,N/A,N/A,5.89,30.81%,35.02%,47.2,0.00%,25.12%
BIS,ProShares UltraShort Nasdaq Biotechnology,Equity,"$3,744,020",-12.49%,"12,960",$15.52,1.90%,Yes,-2x,6.48%,7.40%,-28.22%,-1.25%,-26.60%,"$540,591.75","$377,660.00","$377,660.00","-$129,140.18","-$2,744,324.91","$55,061,080.00",Inverse Equities,2010-04-07,0.95%,N/A,$0.62,2024-06-26,$0.16,3.96%,0.00,-1.41,2,100.00%,40%,20%,1099,$14.04,$15.58,$15.34,$15.61,55.41,B-,A,C,B+,B,B,0.0,N/A,N/A,N/A,N/A,N/A
MDEV,First Trust Indxx Medical Devices ETF,Equity,"$3,274,090",7.11%,686,$21.64,-0.87%,No,False,-0.32%,0.88%,20.22%,-7.71%,N/A,$0.00,$0.00,$0.00,"$848,000.00","-$24,335,750.00","-$21,732,413.50",Health & Biotech Equities,2021-06-22,0.70%,N/A,$0.00,N/A,N/A,0.00%,35.91,1.04,50,25.63%,40%,20%,1099,$21.25,$21.98,$21.64,$21.64,57.13,C,B-,C,B-,C,N/A,6.93,76.37%,66.58%,19.39,0.00%,13.10%
HYLG,Global X Health Care Covered Call & Growth ETF,Equity,"$2,888,930",10.16%,425,$26.06,-0.76%,No,False,-1.24%,-0.89%,14.87%,N/A,N/A,-$212.14,$410.70,$514.85,$601.22,"$2,755,382.24","$2,755,382.24",N/A,2022-11-21,0.60%,N/A,$1.72,2024-09-23,$0.09,6.53%,0.05,0.70,65,78.46%,40%,20%,1099,$26.15,$26.59,$26.06,$26.06,48.81,C,B,B,B+,A,N/A,6.65,56.14%,53.74%,12.15,0.00%,7.10%
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,Equity,"$2,545,080",4.98%,489,$16.73,-1.41%,No,False,-2.16%,0.48%,21.01%,N/A,N/A,"-$3,897,700.00",$0.00,$0.00,"$976,750.00","$2,175,600.00","$2,175,600.00",Health & Biotech Equities,2022-03-22,0.65%,N/A,$0.00,N/A,N/A,0.00%,37.84,1.59,39,59.80%,40%,20%,1099,$16.28,$17.39,$16.73,$16.73,52.28,C+,B,N/A,C,N/A,N/A,6.28,41.21%,42.49%,11.73,0.00%,20.90%
WDNA,WisdomTree BioRevolution Fund,Equity,"$2,473,060",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"-$165,827.00",$0.00,$0.00,"-$165,827.00","$1,371,611.00","$2,692,016.00",Health & Biotech Equities,2021-06-03,0.45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92,24.52%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,B+,N/A,N/A,N/A,N/A,5.97,32.70%,36.12%,62.79,2.50%,18.91%
RXD,ProShares UltraShort Health Care,Equity,"$1,148,630",-16.79%,"3,460",$9.63,0.84%,Yes,-2x,2.33%,3.29%,-23.42%,-8.16%,-25.25%,"$46,110.00","$95,377.00","$281,777.00","$303,031.00","$1,150,208.00","$1,791,864.92",Inverse Equities,2007-01-30,0.95%,N/A,$0.53,2024-06-26,$0.19,5.59%,0.00,-1.25,2,100.00%,40%,20%,1099,$9.15,$9.63,$9.54,$9.68,50.81,C+,B+,A-,A,B+,B,0.0,N/A,N/A,N/A,N/A,N/A
