Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
NBCC,Neuberger Berman Next Generation Connected Consumer ETF,Equity,"$6,523,770",5.32%,158,$23.83,-0.04%,No,False,2.64%,1.90%,18.58%,N/A,N/A,"$556,652.50",$0.00,"$556,652.50","$556,652.50","$1,040,402.50","$1,040,402.50",Consumer Discretionary Equities,2022-04-06,0.56%,N/A,$0.13,2023-12-19,$0.13,0.53%,0.00,1.02,37,45.82%,40%,20%,1099,$22.22,$23.90,$23.83,$23.83,64.30,C,B+,B-,B-,B-,N/A,6.15,37.14%,39.64%,63.88,18.79%,0.62%
JRNY,ALPS Global Travel Beneficiaries ETF,Equity,"$6,212,050",3.15%,529,$24.67,-0.72%,No,False,2.78%,5.29%,17.07%,-0.79%,N/A,"-$633,272.50",$0.00,$0.00,"-$633,272.50","$130,240.00","$6,272,057.50",Consumer Discretionary Equities,2021-09-07,0.65%,N/A,$0.11,2023-12-21,$0.11,0.45%,0.00,1.04,81,44.19%,40%,20%,1099,$22.37,$24.89,$24.67,$24.67,61.28,B,B-,N/A,B+,C+,N/A,6.14,46.97%,39.34%,266.37,16.86%,0.14%
VCAR,Simplify Volt RoboCar Disruption and Tech ETF,Equity,"$5,472,510",15.88%,"3,420",$11.02,0.73%,No,False,6.11%,-0.90%,34.23%,-2.01%,N/A,$0.00,$0.00,$0.00,"$223,875.00","$6,735,858.62","$7,779,183.62",Consumer Discretionary Equities,2020-12-28,0.99%,N/A,$0.00,2022-03-28,$0.05,0.00%,0.06,1.22,60,74.11%,40%,20%,1099,$9.82,$11.03,$10.92,$11.12,55.96,B-,C,A+,C,C,N/A,7.08,65.99%,73.26%,19.06,4.47%,21.02%
EVAV,Direxion Daily Electric and Autonomous Vehicles Bull 2X Shares,Equity,"$5,253,710",-59.35%,"18,458",$17.88,-6.83%,No,2x,8.33%,5.53%,-65.18%,N/A,N/A,"$1,757,700.00",$0.00,"$27,700.00","$1,440,450.00","$12,902,855.10","$12,902,855.10",Leveraged Equities,2022-08-11,0.98%,N/A,$0.69,2024-09-24,$0.09,3.59%,0.00,5.16,20,73.70%,40%,20%,1099,$14.83,$18.44,$17.65,$18.30,53.62,N/A,C,N/A,N/A,N/A,N/A,6.43,46.15%,46.06%,38.03,0.00%,19.88%
ISHP,First Trust S-Network E-Commerce ETF,Equity,"$5,008,870",16.21%,194,$33.25,-1.01%,No,False,3.87%,5.89%,33.61%,-1.07%,8.54%,$0.00,$0.00,$0.00,"-$1,370,050.00","-$10,665,081.50","-$594,545.50",Consumer Discretionary Equities,2016-09-20,0.60%,N/A,$0.18,2024-06-27,$0.14,0.53%,13.86,0.99,61,19.68%,40%,20%,1099,$29.99,$33.46,N/A,N/A,64.12,B-,B,B-,C+,N/A,N/A,6.26,0.00%,42.10%,41.02,1.66%,0.48%
GGLS,Direxion Daily GOOGL Bear 1X Shares ETF,Equity,"$4,323,910",-13.43%,"42,482",$14.49,0.56%,Yes,-1x,-0.94%,2.61%,-20.16%,N/A,N/A,"$2,613,150.00",$0.00,"$810,750.00","$3,116,100.00","$4,477,800.00","$4,477,800.00",Inverse Equities,2022-09-07,1.09%,N/A,$0.60,2024-09-24,$0.12,4.11%,0.00,1.89,2,100.00%,40%,20%,1099,$13.92,$15.66,N/A,N/A,50.66,N/A,C,N/A,N/A,N/A,N/A,5.43,29.03%,27.63%,1.82,0.00%,0.00%
EMTY,ProShares Decline of the Retail Store ETF,Equity,"$4,305,440",-4.26%,"5,275",$13.33,-0.89%,Yes,-1x,-1.55%,-1.30%,-19.43%,-3.45%,-17.33%,"-$2,407,977.44",$0.00,$0.00,"-$3,487,172.09","$172,533.35","$23,404,673.35",Inverse Equities,2017-11-14,0.65%,N/A,$0.70,2024-06-26,$0.15,5.23%,0.00,-1.15,2,100.00%,40%,20%,1099,$13.13,$14.54,$13.32,$13.36,40.37,N/A,A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CARU,MAX Auto Industry 3X Leveraged ETN,Equity,"$3,791,500",-4.66%,449,$22.43,-5.28%,No,3x,-1.49%,-11.56%,-10.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2023-06-27,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$20.14,$25.16,$22.43,$22.43,48.79,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BEDZ,AdvisorShares Hotel ETF,Equity,"$3,600,240",5.06%,426,$29.28,-2.40%,No,False,1.81%,4.31%,24.28%,5.12%,N/A,"-$565,260.00",$0.00,$0.00,"-$1,218,220.00","-$5,995,885.00","$311,480.00",Consumer Discretionary Equities,2021-04-20,1.00%,N/A,$0.47,2023-12-26,$0.46,1.55%,0.00,1.10,23,50.65%,40%,20%,1099,$27.05,$29.92,$29.25,$29.32,59.46,C+,C,A,B,C,N/A,5.66,27.78%,30.72%,209.74,15.17%,0.00%
AMZD,Direxion Daily AMZN Bear 1X Shares ETF,Equity,"$2,974,290",-20.86%,"53,385",$13.32,0.76%,Yes,-1x,-3.17%,-8.13%,-34.45%,N/A,N/A,"-$15,000.00",$0.00,"-$376,725.00","$1,987,275.00","$3,669,425.00","$3,669,425.00",Inverse Equities,2022-09-07,1.09%,N/A,$0.69,2024-09-24,$0.14,5.18%,0.00,1.75,1,100.00%,40%,20%,1099,$12.93,$15.22,N/A,N/A,39.86,N/A,C,N/A,N/A,N/A,N/A,5.32,14.52%,26.31%,1.82,0.00%,0.00%
LUX,Tema Luxury ETF,Equity,"$2,712,890",-5.54%,"2,338",$22.51,-0.57%,No,False,2.35%,-4.71%,4.23%,N/A,N/A,"-$4,884,446.00",$0.00,$0.00,"-$4,884,446.00","$1,919,315.00","$1,919,315.00",Consumer Discretionary Equities,2023-05-11,0.75%,N/A,$0.17,2023-12-13,$0.17,0.75%,N/A,N/A,45,66.89%,40%,20%,1099,$21.39,$23.40,$22.44,$22.61,48.90,C+,B-,N/A,C+,B+,N/A,6.82,54.17%,61.67%,123.13,32.01%,0.00%
KPOP, JAKOTA K-Pop and Korean Entertainment ETF,Equity,"$2,200,760",-33.38%,222,$12.77,-2.07%,No,False,1.28%,-5.68%,-27.66%,N/A,N/A,-$343.84,-$916.79,-$123.83,"$316,510.87","$3,172,143.69","$3,172,143.69",Asia Pacific Equities,2022-08-31,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.67,33,69.78%,40%,20%,1099,$12.08,$13.29,$12.77,$12.77,47.50,C+,B,C,C,C,N/A,5.55,26.77%,29.36%,20.6,0.00%,0.00%
FLYD,MicroSectors Travel -3x Inverse Leveraged ETN,Equity,"$1,882,800",-29.69%,929,$23.98,1.83%,Yes,-3x,-8.71%,-20.50%,-59.84%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$2,677,308.74","$2,677,308.74",Inverse Equities,2022-06-21,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-5.31,0,N/A,40%,20%,1099,$22.84,$34.60,$23.98,$23.98,34.94,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CARD,MAX Auto Industry -3x Inverse Leveraged ETN,Equity,"$1,570,530",-36.09%,"2,237",$10.33,5.19%,Yes,-3x,0.28%,8.46%,-50.64%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2023-06-27,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$9.27,$11.63,$10.32,$10.34,47.10,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SCC,ProShares UltraShort Consumer Discretionary,Equity,"$1,285,740",-20.98%,"9,234",$11.91,-1.16%,Yes,-2x,-8.91%,-12.97%,-37.43%,-11.16%,-26.18%,"$409,137.33",$0.00,"-$415,853.00","$793,084.12","-$452,609.76","$1,539,764.35",Inverse Equities,2007-01-30,0.95%,N/A,$0.63,2024-06-26,$0.12,5.23%,0.00,-2.01,2,100.00%,40%,20%,1099,$11.82,$14.95,$11.82,$11.97,33.92,C+,B+,B+,B+,B-,B,0.0,N/A,N/A,N/A,N/A,N/A
ODDS,Pacer BlueStar Digital Entertainment ETF,Equity,"$970,800",21.98%,171,$24.55,0.74%,No,False,4.05%,6.23%,35.30%,N/A,N/A,"$3,600.00",$0.00,$0.00,"$3,600.00","$950,380.26","$950,380.26",Consumer Discretionary Equities,2022-04-08,0.63%,N/A,$0.09,2024-06-27,$0.08,0.37%,0.05,-1.41,46,50.02%,40%,20%,1099,$22.01,$24.55,$24.55,$24.55,65.87,C+,B,A-,C,B+,N/A,6.88,54.56%,64.11%,22.69,53.03%,1.03%
OND,ProShares On-Demand ETF,Equity,"$793,025",29.56%,186,$31.87,-0.19%,No,False,6.40%,6.74%,51.94%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,668,221.26","-$1,668,221.26",Consumer Discretionary Equities,2021-10-26,0.58%,N/A,$0.19,2023-12-20,$0.19,0.60%,0.00,1.16,26,51.31%,40%,20%,1099,$27.90,$31.74,$31.87,$31.87,69.01,C,B+,N/A,C+,B-,N/A,6.0,42.42%,36.80%,9.85,0.00%,4.81%
FINE,Themes European Luxury ETF,Equity,"$676,665",-8.60%,315,$22.52,-0.49%,No,False,1.91%,-3.90%,N/A,N/A,N/A,"$214,714.00",$0.00,$0.00,"$714,689.00","$714,689.00","$714,689.00",Consumer Discretionary Equities,2023-12-15,0.35%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,27,44.62%,40%,20%,1099,$21.28,$23.56,N/A,N/A,49.96,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TSLH,Innovator Hedged TSLA Strategy ETF,Equity,"$578,000",14.16%,282,$28.91,-0.03%,No,False,1.80%,5.29%,16.18%,N/A,N/A,"-$1,473,800.00",$0.00,$0.00,"-$1,473,800.00","$475,375.09","$475,375.09",Consumer Discretionary Equities,2022-07-26,0.79%,N/A,$0.93,2023-12-28,$0.93,3.22%,0.00,-0.15,3,100.00%,40%,20%,1099,$26.63,$29.39,$28.91,$28.91,64.11,B-,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
