Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FAUG,FT Vest U.S. Equity Buffer ETF - August,"$851,879",12.18%,"118,763",$45.58,-0.02%,1.19%,1.74%,22.07%,6.93%,N/A,"$208,985,000.00","$71,718,550.00","$107,304,100.00","$157,176,575.00","$536,221,400.00","$706,707,700.00",Large Cap Blend Equities,2019-11-06,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.63,1,0.00%,40%,20%,1099,$43.97,$45.83,$45.52,$45.65,63.83,B+,A-,C,B,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FVAL,Fidelity Value Factor ETF,"$846,615",14.56%,"50,677",$59.94,-0.18%,1.52%,1.83%,27.61%,8.81%,13.90%,"$106,203,967.60","$2,961,717.35","$2,961,717.35","$175,804,309.95","$298,251,478.80","$459,158,048.80",Large Cap Blend Equities,2016-09-12,0.15%,N/A,$0.99,2024-09-20,$0.25,1.65%,12.18,1.05,130,37.35%,40%,20%,1099,$56.98,$60.52,$59.80,$60.10,60.52,B+,B+,A,B+,B-,B-,B-,6.52,20.29%,48.71%,114.58,11.79%,1.59%
FNDB,Schwab Fundamental U.S. Broad Market ETF,"$845,669",14.75%,"29,883",$69.50,-1.04%,0.42%,1.19%,28.41%,10.29%,14.55%,"$90,453,500.00","-$76,000.00","$13,631,000.00","$157,332,500.00","$293,097,500.00","$301,271,500.00",Large Cap Blend Equities,2013-08-08,0.25%,Charles Schwab,$1.16,2024-06-26,$0.30,1.65%,13.45,1.02,1721,18.80%,40%,20%,1099,$66.87,$70.69,$69.28,$69.84,57.77,A-,B,A-,B,B,B+,A+,6.42,12.68%,45.76%,138.0,9.81%,3.22%
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,"$838,783",16.11%,"31,045",$64.15,-0.54%,0.36%,1.70%,19.56%,3.17%,10.44%,"-$290,096,734.21",$0.00,"-$12,760,467.45","-$589,499,604.21","$132,884,605.79","$177,570,995.79",Large Cap Blend Equities,2014-07-02,0.38%,N/A,$2.36,2024-09-11,$0.25,3.67%,15.55,0.68,101,13.51%,40%,20%,1099,$62.43,$64.85,$63.92,$64.49,62.58,A-,A-,B+,C,A,B+,A-,7.08,88.85%,73.19%,604.02,17.89%,4.15%
EQWL,Invesco S&P 100 Equal Weight ETF,"$822,106",17.17%,"46,488",$101.08,-0.45%,0.94%,2.03%,31.27%,9.53%,14.60%,"$278,482,890.00","$20,297,730.00","$39,237,470.00","$369,251,020.00","$587,948,250.00","$602,584,510.00",Large Cap Blend Equities,2006-12-01,0.25%,N/A,$1.88,2024-09-23,$0.49,1.85%,15.11,0.98,102,10.78%,40%,20%,1099,$97.56,$101.96,$100.81,$101.55,61.28,A-,B+,A-,B+,B,B+,B,6.63,33.90%,52.97%,127.57,13.88%,1.94%
BALT,Innovator Defined Wealth Shield ETF,"$810,605",7.63%,"200,329",$30.75,-0.10%,0.62%,0.95%,10.51%,6.01%,N/A,"$157,058,490.00","$5,358,890.00","$88,314,000.00","$307,446,790.00","$713,420,115.00","$723,068,226.81",Large Cap Blend Equities,2021-07-01,0.69%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.10,2,100.00%,40%,20%,1099,$30.22,$30.84,N/A,N/A,64.59,C+,A,B,C+,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SCHY,Schwab International Dividend Equity ETF,"$791,400",8.39%,"121,382",$26.10,-1.62%,0.08%,0.12%,19.28%,4.79%,N/A,"-$48,254,000.00",$0.00,$0.00,"-$44,148,000.00","$607,591,000.00","$713,639,974.50",Large Cap Blend Equities,2021-04-29,0.14%,N/A,$1.19,2024-06-26,$0.35,4.53%,10.91,0.64,102,39.02%,40%,20%,1099,$25.65,$26.43,$25.99,$26.28,57.07,A,A-,A,B+,B-,A-,N/A,7.41,62.38%,84.80%,92.96,16.96%,5.36%
FDEC,FT Vest US Equity Buffer ETF - December,"$737,289",12.13%,"70,514",$43.72,0.00%,0.62%,1.04%,24.70%,9.02%,N/A,"$80,288,075.00","$2,178,525.00","$10,813,450.00","$319,341,900.00","$528,478,825.00","$592,590,325.00",Large Cap Blend Equities,2020-12-18,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.64,3,100.00%,40%,20%,1099,$42.78,$43.87,N/A,N/A,63.28,B,A,C+,A-,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MOO,VanEck Agribusiness ETF,"$671,490",-4.00%,"58,105",$73.13,-1.56%,-0.17%,0.05%,-4.15%,-5.82%,3.99%,"-$209,101,305.00",$0.00,"-$54,180,265.00","-$280,254,570.00","-$79,817,650.00","$98,001,571.45",Large Cap Blend Equities,2007-08-31,0.53%,N/A,$2.24,2023-12-18,$2.24,3.01%,10.55,0.93,49,57.13%,40%,20%,1099,$71.01,$74.68,$72.66,$74.02,53.55,C,B+,B-,C,C,C+,C+,7.34,86.05%,82.63%,213.91,15.52%,10.43%
FAPR,FT Vest U.S. Equity Buffer ETF - April,"$660,295",15.31%,"52,825",$40.30,-0.12%,0.87%,1.33%,25.23%,8.59%,N/A,"$33,795,975.00","-$48,442,750.00","-$32,620,600.00","$145,561,400.00","$394,269,025.00","$525,703,025.00",Large Cap Blend Equities,2021-04-16,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.64,3,100.00%,40%,20%,1099,$39.14,$40.52,$40.26,$40.36,62.19,B-,A-,C+,B+,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
STRV,Strive 500 ETF,"$652,626",20.89%,"69,711",$36.74,0.14%,2.03%,2.45%,35.92%,N/A,N/A,"$185,608,812.00",$0.00,"$4,279,737.00","$257,306,878.00","$508,054,848.59","$508,054,848.59",Large Cap Blend Equities,2022-09-15,0.05%,N/A,$0.41,2024-06-27,$0.10,1.11%,0.00,1.00,502,33.90%,40%,20%,1099,$34.75,$37.07,$36.68,$36.82,61.32,A,A,A,A-,B,B+,N/A,6.68,42.44%,55.36%,88.95,10.23%,7.19%
IUS,Invesco RAFI Strategic US ETF,"$578,125",15.98%,"63,012",$49.64,-0.70%,0.76%,1.54%,27.23%,11.52%,16.38%,"$235,843,200.00","$1,247,575.00","$12,214,300.00","$274,744,025.00","$307,708,475.00","$305,763,425.00",Large Cap Blend Equities,2018-09-12,0.19%,N/A,$0.75,2024-09-23,$0.21,1.52%,17.04,0.96,554,25.05%,40%,20%,1099,$47.60,$50.30,$49.51,$49.85,59.36,A-,B+,A-,B+,B+,B,N/A,6.44,13.98%,46.28%,106.29,10.11%,2.93%
FDRR,Fidelity Dividend ETF for Rising Rates,"$557,337",18.59%,"21,891",$51.14,-0.21%,1.80%,1.26%,31.62%,9.43%,12.89%,"-$57,832,952.70",$0.00,"-$4,994,640.70","-$74,158,359.10","-$18,725,449.85","$45,195,670.15",Large Cap Blend Equities,2016-09-12,0.15%,N/A,$1.15,2024-09-20,$0.28,2.23%,12.63,0.95,117,34.89%,40%,20%,1099,$48.79,$51.61,$51.00,$51.32,61.62,A-,B,A,B-,B+,A,B-,6.88,68.17%,64.10%,110.47,9.05%,6.55%
CFA,VictoryShares US 500 Volatility Wtd ETF,"$543,598",15.13%,"10,369",$85.12,-0.49%,0.84%,1.99%,27.09%,6.72%,11.62%,"-$76,452,677.07",$0.00,"-$4,224,543.20","-$83,536,072.07","-$227,838,967.07","-$502,649,152.07",Large Cap Blend Equities,2014-07-02,0.35%,N/A,$1.16,2024-09-11,$0.14,1.36%,20.73,1.00,501,3.48%,40%,20%,1099,$81.56,$86.12,$84.91,$85.49,62.06,B,B-,B+,C+,B+,B-,A-,6.74,57.59%,58.10%,208.2,9.89%,4.86%
DUSA,Davis Select U.S. Equity ETF,"$534,759",16.48%,"25,475",$41.07,-0.41%,0.81%,1.11%,34.89%,7.75%,13.18%,"$50,174,335.06",$0.46,"-$7,992,778.21","$53,784,483.15","$55,548,166.14","$127,846,942.88",Large Cap Blend Equities,2017-01-11,0.61%,N/A,$1.19,2023-12-27,$1.19,2.90%,0.04,1.06,27,60.87%,40%,20%,1099,$39.24,$41.90,$40.99,$41.22,54.81,C+,B-,B-,A,C,C,C,5.68,2.99%,31.03%,66.33,20.05%,2.74%
QDPL,Pacer Metaurus US Large Cap Dividend Multiplier 400 ETF,"$517,193",19.08%,"100,592",$38.25,-0.26%,1.54%,2.03%,32.00%,9.39%,N/A,"$255,807,237.00","$6,846,756.00","$15,808,806.00","$295,752,852.00","$445,691,382.00","$459,440,221.35",Large Cap Blend Equities,2021-07-12,0.60%,N/A,$2.08,2024-06-28,$0.53,5.42%,0.05,0.87,511,32.46%,40%,20%,1099,$36.50,$38.59,$38.13,$38.42,60.34,A-,B+,C+,B+,A-,A,N/A,6.63,37.09%,52.73%,94.24,9.42%,6.75%
IGE,iShares North American Natural Resources ETF,"$517,190",9.31%,"62,658",$44.01,-2.11%,0.56%,-0.87%,8.34%,18.02%,12.10%,"-$111,775,467.45",$0.00,"$15,458.65","-$121,617,676.30","-$109,100,078.05","-$239,568,193.05",Large Cap Blend Equities,2001-10-22,0.41%,N/A,$1.13,2024-06-11,$0.27,2.52%,8.19,1.25,127,42.75%,40%,20%,1099,$41.87,$45.50,$43.77,$44.43,50.76,B,A-,B,C+,C,A,B-,6.81,72.64%,61.35%,379.41,2.49%,0.74%
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF,"$514,902",29.33%,"25,338",$36.01,0.19%,3.30%,4.62%,44.65%,N/A,N/A,"$396,888,834.84","-$7,689.75","-$987,896.16","$399,533,368.69","$426,279,319.10","$426,279,319.10",Large Cap Blend Equities,2022-05-18,0.15%,N/A,$0.16,2024-07-08,$0.03,0.45%,0.05,-0.96,65,39.77%,40%,20%,1099,$32.85,$36.32,$35.93,$36.10,66.41,B-,C+,A,C,B,N/A,N/A,6.43,13.47%,46.03%,148.4,6.67%,8.18%
GSPY,Gotham Enhanced 500 ETF,"$488,230",20.06%,"32,877",$31.30,-0.13%,1.68%,2.59%,33.91%,10.34%,N/A,"$51,197,667.50",$0.00,"$41,540,175.00","$86,464,970.00","$312,664,310.00","$379,433,375.00",Large Cap Blend Equities,2020-12-28,0.50%,N/A,$0.28,2023-12-22,$0.28,0.88%,0.04,0.98,502,37.64%,40%,20%,1099,$29.55,$31.63,$31.26,$31.35,61.81,B+,B+,B,A-,B,C+,N/A,6.61,29.68%,51.96%,54.84,13.33%,5.76%
FTQI,First Trust Nasdaq BuyWrite Income ETF,"$448,877",12.71%,"123,425",$20.63,-0.15%,1.43%,2.74%,22.92%,9.09%,5.81%,"$299,330,200.00","$2,028,900.00","$17,076,050.00","$354,055,850.00","$425,107,727.50","$426,250,200.00",Large Cap Blend Equities,2014-01-06,0.75%,N/A,$2.37,2024-08-21,$0.20,11.51%,25.91,0.52,213,44.70%,40%,20%,1099,$19.61,$20.79,$20.59,$20.67,62.39,B+,B+,C+,B-,A,N/A,N/A,6.63,70.53%,52.99%,85.74,5.90%,7.79%
JPUS,JPMorgan Diversified Return Use Equity,"$443,610",16.87%,"7,282",$118.37,-0.63%,0.68%,1.90%,29.05%,8.80%,11.86%,"-$69,361,750.00",$0.00,"$2,895,000.00","-$93,598,500.00","-$332,222,500.00","-$574,924,500.00",Large Cap Blend Equities,2015-09-29,0.18%,N/A,$2.40,2024-09-24,$0.59,2.02%,14.49,0.96,361,4.65%,40%,20%,1099,$113.67,$119.85,$117.98,$119.14,62.32,B+,B,A-,C,B+,B,A-,6.55,23.15%,49.95%,269.84,10.99%,6.43%
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,"$440,680",15.11%,"11,909",$68.99,-0.55%,0.84%,2.02%,19.55%,0.42%,9.06%,"-$111,242,651.60","-$3,460,434.34","-$10,265,409.41","-$204,484,481.60","-$442,218,856.60","-$495,647,456.60",Large Cap Blend Equities,2014-07-02,0.40%,N/A,$1.07,2024-09-11,$0.12,1.55%,20.72,0.69,501,3.48%,40%,20%,1099,$66.12,$69.80,$68.90,$69.17,61.64,B,B+,B,C,A-,C+,A-,6.74,57.51%,58.07%,208.18,9.89%,4.86%
SPHB,Invesco S&P 500® High Beta ETF,"$423,675",7.75%,"377,858",$88.17,-0.52%,2.89%,4.58%,29.32%,6.09%,17.90%,"-$183,556,070.00","-$2,667,440.00","-$49,015,270.00","-$209,699,350.00","-$781,500,820.00","-$78,043,000.00",Large Cap Blend Equities,2011-05-05,0.25%,Charles Schwab,$0.76,2024-09-23,$0.15,0.86%,25.39,1.49,100,16.33%,40%,20%,1099,$79.32,$89.85,N/A,N/A,59.04,B+,A,A-,A,C,B,C+,6.76,60.99%,58.91%,90.38,6.97%,8.65%
LGH,HCM Defender 500 Index ETF,"$416,130",22.34%,"23,257",$50.35,-0.16%,2.61%,2.90%,36.16%,6.63%,N/A,"$43,444,500.00","$5,023,000.00","$5,023,000.00","$34,664,500.00","$100,579,500.00","$297,628,474.80",Large Cap Blend Equities,2019-10-10,0.98%,N/A,$0.26,2023-12-15,$0.26,0.51%,0.05,0.90,467,49.84%,40%,20%,1099,$47.04,$50.89,$50.25,$50.49,58.98,C+,B+,C,A,C,C,N/A,6.66,37.32%,53.86%,80.45,9.27%,7.29%
MODL,VictoryShares WestEnd U.S. Sector ETF,"$413,032",20.95%,"46,777",$39.12,-0.15%,1.37%,2.23%,32.99%,N/A,N/A,"$86,408,307.86","-$1,177,529.26","$3,047,046.60","$106,974,953.86","$308,295,270.86","$308,295,270.86",Large Cap Blend Equities,2022-10-12,0.46%,N/A,$0.35,2024-09-11,$0.04,0.89%,0.00,-0.92,376,31.07%,40%,20%,1099,$37.40,$39.48,$39.06,$39.21,61.77,B+,B,B,N/A,B+,B+,N/A,6.44,0.00%,46.44%,110.76,9.78%,6.30%
EQL,Alps Equal Sector Weight ETF,"$387,594",16.94%,"7,326",$126.46,-0.45%,1.22%,2.57%,28.38%,9.68%,13.33%,"-$9,329,250.00",$0.00,"$3,069,250.00","$11,706,250.00","$110,929,250.00","$99,918,250.00",Large Cap Blend Equities,2009-07-07,0.25%,N/A,$2.18,2024-09-24,$0.59,1.72%,0.03,0.95,13,91.03%,40%,20%,1099,$120.72,$127.62,$126.11,$127.01,63.60,B,B-,B+,B-,B+,B+,C,6.58,26.01%,50.84%,279.36,14.19%,5.25%
NXTG,First Trust Indxx NextG ETF,"$386,430",14.85%,"7,155",$87.63,-0.40%,2.50%,3.19%,32.16%,5.74%,13.69%,"-$67,933,950.00","-$4,391,250.00","-$8,595,500.00","-$92,768,900.00","-$679,297,850.00","-$69,879,550.00",Large Cap Blend Equities,2011-02-17,0.70%,N/A,$1.61,2024-06-27,$0.41,1.83%,16.11,0.89,101,14.54%,40%,20%,1099,$83.01,$88.03,$87.45,$87.78,60.88,B-,B,B-,B+,C+,C+,N/A,7.45,89.58%,85.76%,53.31,1.17%,6.20%
VLU,SPDR S&P 1500 Value Tilt ETF,"$386,121",15.31%,"10,645",$182.01,-0.64%,0.53%,1.48%,28.92%,9.64%,14.19%,"$48,181,292.94","$3,606.38","-$12,415,771.08","$75,277,762.45","$107,043,426.29","$281,589,080.18",Large Cap Blend Equities,2012-10-24,0.12%,N/A,$3.54,2024-09-23,$0.94,1.94%,12.64,1.02,1454,18.34%,40%,20%,1099,$174.87,$184.67,$181.55,$182.93,59.60,A-,B-,A,B,B-,B+,A,6.33,9.22%,43.48%,155.93,11.37%,3.22%
PSFF,Pacer Swan SOS Fund of Funds ETF,"$377,047",10.74%,"78,512",$28.66,0.24%,0.53%,1.31%,19.02%,8.82%,N/A,"$123,557,380.00","$1,433,302.50","$4,260,705.00","$163,479,737.50","$285,352,908.26","$320,332,618.00",Large Cap Blend Equities,2020-12-29,0.88%,N/A,$0.00,2022-12-23,$0.00,0.00%,0.03,0.44,13,94.55%,40%,20%,1099,$27.83,$28.86,$28.60,$28.72,63.44,B-,A,C+,B,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CVLC,Calvert US Large-Cap Core Responsible Index ETF,"$367,235",20.05%,"16,822",$71.11,-0.20%,1.76%,2.49%,36.19%,N/A,N/A,"$62,340,000.00",$0.00,"$6,835,000.00","$67,898,500.00","$93,576,797.85","$93,576,797.85",Large Cap Blend Equities,2023-01-30,0.15%,N/A,$0.76,2024-09-23,$0.18,1.06%,0.00,1.06,789,32.68%,40%,20%,1099,$67.09,$71.91,$70.99,$71.29,60.89,N/A,B,A-,N/A,C+,N/A,N/A,6.83,70.70%,61.96%,71.36,6.11%,7.88%
WTV,WisdomTree U.S. Value Fund,"$359,793",16.15%,"14,951",$78.97,-1.02%,1.20%,2.47%,31.04%,11.14%,14.69%,"$115,368,538.00","$1,559,844.00","$6,185,132.00","$141,504,987.00","$210,700,709.00","$226,324,797.00",Large Cap Blend Equities,2007-02-23,0.12%,N/A,$1.22,2024-06-25,$0.32,1.53%,8.67,1.11,168,14.01%,40%,20%,1099,$74.00,$80.44,$78.82,$79.21,60.71,B+,B-,A,A-,C,N/A,N/A,6.48,17.30%,47.58%,229.57,10.11%,3.47%
QDEC,FT Vest Nasdaq-100 Buffer ETF - December,"$355,898",12.51%,"38,689",$26.62,0.00%,1.53%,1.99%,18.34%,5.76%,N/A,"$26,416,350.00",$0.00,"-$5,247,700.00","$150,833,550.00","$218,558,100.00","$284,892,250.00",Large Cap Blend Equities,2020-12-18,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.84,3,100.00%,40%,20%,1099,$25.54,$26.79,$26.58,$26.69,60.50,B,A,C+,B+,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HAPI,Harbor Human Capital Factor US Large Cap ETF,"$348,998",23.57%,"1,737",$34.55,-0.23%,2.02%,2.42%,37.63%,N/A,N/A,"$3,857,000.00",$0.00,$0.00,"$4,492,250.00","$219,425,000.00","$219,425,000.00",Large Cap Blend Equities,2022-10-12,0.35%,N/A,$0.34,2023-12-21,$0.34,0.98%,23.80,-0.99,151,40.95%,40%,20%,1099,$32.55,$34.90,$34.55,$34.55,61.52,N/A,C,B+,N/A,B-,N/A,N/A,6.8,66.76%,60.69%,94.59,11.46%,7.47%
DAUG,FT Vest U.S. Equity Deep Buffer ETF - August,"$327,044",10.10%,"58,360",$39.01,0.03%,1.04%,1.54%,18.18%,4.15%,N/A,"-$35,774,625.00","$5,832,800.00","$45,871,275.00","-$76,032,725.00","$147,976,500.00","$216,135,450.00",Large Cap Blend Equities,2019-11-06,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.42,1,0.00%,40%,20%,1099,$37.83,$39.16,$38.97,$39.05,66.55,B,A-,C,C+,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DJD,Invesco Dow Jones Industrial Average Dividend ETF,"$317,412",14.48%,"17,615",$51.84,-0.38%,1.04%,2.53%,28.54%,9.62%,10.50%,"-$41,824,490.00","-$438,360.00","-$434,650.00","-$5,340,890.00","$96,724,000.00","$160,492,410.00",Large Cap Blend Equities,2015-12-16,0.07%,N/A,$1.21,2024-09-23,$0.37,2.31%,12.75,0.82,28,57.85%,40%,20%,1099,$49.63,$52.32,$51.67,$52.16,64.79,B+,B+,A,B-,B+,A,C,7.36,97.24%,83.33%,77.58,3.02%,0.62%
DMAY,FT Vest U.S. Equity Deep Buffer ETF - May,"$276,453",10.28%,"59,666",$39.82,-0.15%,1.00%,1.66%,17.87%,5.30%,N/A,"$57,700,450.00","-$48,884,975.00","-$42,117,625.00","$56,827,300.00","$170,741,375.00","$223,823,975.00",Large Cap Blend Equities,2020-05-15,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.38,1,0.00%,40%,20%,1099,$38.53,$40.06,$39.75,$39.94,62.38,B+,B+,C,B,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SIXA,ETC 6 Meridian Mega Cap Equity ETF,"$275,271",23.37%,"4,892",$44.74,-0.45%,0.83%,1.38%,34.50%,11.19%,N/A,"$27,502,333.04","$39,162.51","$3,330,714.62","$27,570,212.96","$57,459,000.78","$175,248,528.21",Large Cap Blend Equities,2020-05-08,0.78%,N/A,$0.69,2024-09-24,$0.09,1.54%,0.07,0.76,54,30.28%,40%,20%,1099,$43.34,$45.15,$44.73,$44.74,62.82,B-,B-,C,B,A-,C+,N/A,6.43,13.87%,46.22%,165.2,16.78%,2.13%
ISPY,ProShares S&P 500 High Income ETF,"$273,713",18.43%,"70,852",$44.45,-0.25%,1.79%,3.06%,N/A,N/A,N/A,"$248,865,415.98","$19,025,387.00","$32,405,922.00","$256,494,508.63","$256,494,508.63","$256,494,508.63",Large Cap Blend Equities,2023-12-18,0.55%,N/A,$3.12,2024-09-03,$0.62,7.03%,N/A,N/A,504,35.78%,40%,20%,1099,$41.98,$44.85,$44.31,$44.59,62.20,N/A,N/A,B-,N/A,N/A,N/A,N/A,6.7,78.84%,56.17%,96.57,10.37%,6.97%
XVV,iShares ESG Screened S&P 500 ETF,"$271,457",21.26%,"14,709",$43.91,-0.52%,1.39%,2.10%,36.99%,9.95%,N/A,"$45,423,041.85","$4,368,568.55","$6,523,032.95","$51,963,963.25","$118,583,033.50","$207,506,353.50",Large Cap Blend Equities,2020-09-22,0.08%,N/A,$0.47,2024-06-11,$0.09,1.07%,21.15,1.02,446,38.09%,40%,20%,1099,$41.60,$44.53,$43.85,$44.01,59.26,B+,B,A,A-,B-,C,N/A,6.76,61.04%,58.93%,61.7,8.20%,7.92%
DFEB,FT Vest U.S. Equity Deep Buffer ETF - February,"$264,967",11.02%,"13,565",$41.62,-0.17%,0.75%,1.15%,19.84%,6.36%,N/A,"$16,561,175.00",$0.00,$0.00,"$25,135,300.00","-$55,557,350.00","$145,254,800.00",Large Cap Blend Equities,2020-02-21,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.39,1,0.00%,40%,20%,1099,$40.51,$41.86,$41.60,$41.67,62.30,B,B+,C,C+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DJUN,FT Vest U.S. Equity Deep Buffer ETF - June,"$258,048",11.59%,"34,551",$42.39,-0.07%,1.04%,1.64%,20.17%,7.76%,N/A,"$48,422,175.00",$0.00,"$6,232,375.00","$52,040,000.00","$162,845,350.00","$206,341,350.00",Large Cap Blend Equities,2020-06-19,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.38,1,0.00%,40%,20%,1099,$40.97,$42.64,$42.34,$42.48,63.43,B+,B+,C,B+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SEIQ,SEI Enhanced U.S. Large Cap Quality Factor ETF,"$248,552",14.27%,"11,112",$34.55,-0.17%,1.00%,1.65%,26.89%,N/A,N/A,"$204,149,690.77","-$13,293.62","$9,945.02","$205,622,347.20","$221,070,608.89","$221,070,608.89",Large Cap Blend Equities,2022-05-18,0.15%,N/A,$0.32,2024-07-08,$0.10,0.94%,0.00,-0.83,51,40.33%,40%,20%,1099,$33.51,$34.83,$34.48,$34.64,59.73,A-,C+,A,A-,B+,N/A,N/A,6.94,80.47%,67.03%,18.72,5.31%,4.26%
DNOV,FT Vest U.S. Equity Deep Buffer ETF - November,"$247,449",9.25%,"13,320",$42.30,0.00%,0.37%,0.87%,19.49%,6.51%,N/A,"-$50,773,375.00",$0.00,$0.00,"-$23,890,100.00","$110,154,325.00","$164,359,975.00",Large Cap Blend Equities,2019-11-15,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.36,1,0.00%,40%,20%,1099,$41.70,$42.38,$42.26,$42.33,65.07,B+,B,C,B+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SDG,iShares MSCI Global Sustainable Development Goals ETF,"$246,082",2.66%,"10,480",$82.36,-1.35%,1.08%,3.30%,13.45%,-3.45%,8.56%,"-$108,157,505.00",$0.00,"-$3,948,835.00","-$137,660,500.00","-$218,526,110.00","$196,596,965.00",Large Cap Blend Equities,2016-04-20,0.49%,N/A,$1.56,2024-06-11,$0.80,1.89%,14.09,0.76,128,37.83%,40%,20%,1099,$78.05,$83.42,$82.09,$82.91,60.64,C+,B,B,C,C+,C+,N/A,7.52,81.13%,87.79%,121.29,0.00%,73.03%
DGT,SPDR Global Dow ETF,"$232,588",16.92%,"5,617",$136.74,-0.34%,1.90%,1.92%,28.51%,10.44%,13.38%,"$22,477,405.43","-$116,398.60","$6,604,230.60","$28,026,920.96","$94,300,042.16","$78,780,528.54",Large Cap Blend Equities,2000-09-25,0.50%,N/A,$3.12,2024-09-23,$0.49,2.28%,11.04,0.92,158,7.37%,40%,20%,1099,$130.36,$137.58,$136.42,$137.25,62.10,B+,B-,B,A,B-,B+,B,6.96,36.77%,67.67%,124.97,11.91%,4.00%
ESGA,American Century Sustainable Equity ETF,"$229,480",18.42%,"15,222",$69.81,-0.17%,1.41%,1.88%,32.68%,8.45%,N/A,"$18,865,479.00","-$37,698,633.00","-$36,353,500.00","$26,593,042.00","$39,478,740.00","$145,862,399.00",Large Cap Blend Equities,2020-07-13,0.39%,N/A,$0.66,2024-09-23,$0.19,0.94%,22.30,1.03,100,39.26%,40%,20%,1099,$66.27,$70.63,$69.68,$70.03,59.53,B,B-,B+,A-,B-,C+,N/A,7.12,90.42%,74.94%,67.68,6.75%,9.10%
EDOW,First Trust Dow 30 Equal Weight ETF,"$221,627",11.25%,"29,463",$35.95,-0.14%,1.84%,3.33%,25.65%,7.36%,10.11%,"-$50,324,200.00",$0.00,"-$3,476,600.00","-$62,461,350.00","$61,438,700.00","$118,391,033.19",Large Cap Blend Equities,2017-08-08,0.50%,N/A,$0.64,2024-06-27,$0.16,1.79%,18.24,0.91,31,34.97%,40%,20%,1099,$34.15,$36.15,$35.85,$36.07,64.60,B+,B+,B,B,B+,B,N/A,7.03,87.24%,71.33%,44.55,10.25%,1.07%
LRGC,AB US Large Cap Strategic Equities ETF,"$206,165",21.93%,"21,906",$65.96,-0.21%,1.44%,2.29%,37.05%,N/A,N/A,"$137,890,816.50","$1,981,221.00","$26,741,551.50","$176,427,916.50","$176,427,916.50","$176,427,916.50",Large Cap Blend Equities,2023-09-20,0.48%,N/A,$0.09,2023-12-08,$0.09,0.14%,N/A,N/A,73,42.30%,40%,20%,1099,$62.49,$66.81,$65.85,$66.16,60.12,N/A,N/A,B,N/A,N/A,N/A,N/A,6.75,59.36%,58.51%,78.89,9.79%,9.35%
POWA,Invesco Bloomberg Pricing Power ETF,"$203,275",15.43%,"6,708",$83.54,-0.54%,0.78%,2.09%,30.11%,8.60%,10.58%,"-$22,692,830.00","-$2,515,650.00","$4,537,340.00","-$45,253,140.00","-$116,811,890.00","-$137,935,150.00",Large Cap Blend Equities,2006-12-15,0.40%,N/A,$1.16,2023-12-18,$1.16,1.38%,N/A,N/A,52,21.53%,40%,20%,1099,$80.68,$84.49,$83.29,$83.97,59.43,B,B-,B,C+,A-,N/A,N/A,7.65,98.23%,90.72%,95.45,2.00%,7.19%
